Front	Back	SourceURL	Published	PostTitle
"Carotid sheath contains all except :
A. Carotid artery
B. Internal jugular vein
C. Vagus nerve
D. Phrenic nerve"	"Answer: D

This is an exception-style question. Phrenic nerve is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"The facial vein communicates with the cavernous sinus through :
A. Retromolar vein and internal jugular vein
B. External jugular vein and internal jugular vein
C. Internal jugular vein and retromandibular vein
D. Superior ophthalmic vein and pterygoid venous plexus"	"Answer: D

This question concerns vascular anatomy. Superior ophthalmic vein and pterygoid venous plexus is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"What is not true of facial artery ?
A. Main source of oxygenated blood to palatine tonsil
B. Is a branch of internal carotid artery
C. Supplies branches to both upper and lower lips
D. Conveys post ganglionic sympathetic nerve fibers to the submandibular gland"	"Answer: B

This is an exception-style question. Is a branch of internal carotid artery is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Treatment of choice for subgaleal hematoma is:
A. Incision and evacuation
B. Needle aspiration
C. Antibiotics and then drain
D. Conservative"	"Answer: D

Conservative best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Internal thoracic veins are tributaries of the :
A. Azygous
B. Subclavian
C. Internal jugular
D. Brachiocephalic"	"Answer: D

This question concerns vascular anatomy. Brachiocephalic is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Injury to one of the following arteries leads to extradural hematoma :
A. Middle meningeal artery
B. Facial artery
C. Temporal artery
D. Anterior cerebral artery"	"Answer: A

Middle meningeal artery best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Infecion spreading via lymphatics from the lower lip first enter the blood stream at the :
A. Brachiocephalic vein
B. Inferior labial vein
C. Inferior labial artery
D. Pterygoid venous plexus"	"Answer: A

The stem asks for the most appropriate or primary option. Brachiocephalic vein best matches the key feature in the stem. The other choices are secondary or refer to different structures."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"The following arteries provide a rich blood supply to the face , EXCEPT the :
A. Buccal artery
B. Mental artery
C. Posterior auricular artery
D. Infraorbital artery"	"Answer: C

This is an exception-style question. Posterior auricular artery is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Tributaries of the cavernous sinus includes all of the following except :
A. Superior petrosal sinus
B. Inferior petrosal sinus
C. Superficial middle cerebral vein
D. Deep middle cerebral vein"	"Answer: D

This is an exception-style question. Deep middle cerebral vein is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"The transverse venous sinus continues as :
A. Straight sinus
B. Cavernous sinus
C. Sigmoid sinus
D. Ethmoidal sinus"	"Answer: C

Sigmoid sinus best fits the anatomical fact tested in the stem. The other options do not satisfy the relationship or definition described."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"All of the following supply TMJ except :
A. External carotid artery
B. Internal maxillary artery
C. Transverse facial artery
D. Branches supplying lateral pterygoid"	"Answer: C

This is an exception-style question. Transverse facial artery is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Right anterior quadrant of the scalp is supplied by the following arteries except :
A. Right supra orbital artery
B. Right supra trochlear artery
C. Right superficial temporal artery
D. Right maxillary artery"	"Answer: D

This is an exception-style question. Right maxillary artery is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"The following branches originate directly from the subclavian artery except :
A. Vertebral
B. Thyrocervical trunk
C. Internal thoracic
D. Supra scapular"	"Answer: D

This is an exception-style question. Supra scapular is the choice that does not fit the group described in the stem. The other options share the common feature being tested."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"Common facial vein is formed by the union of :
A. Anterior facial and posterior facial veins
B. Anterior facial and posterior auricular veins
C. Anterior facial and maxillary veins
D. anterior facial and anterior branch of the *"	"Answer: D

This question concerns vascular anatomy. anterior facial and anterior branch of the * is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
"The external carotid artery divides at the level of :
A. Angle of mandible
B. Neck of the mandible
C. Oblique line of thyroid cartilage
D. Lower border of cricoid cartilage"	"Answer: B

This question concerns vascular anatomy. Neck of the mandible is the vessel or branch that fits the description in the stem. The other options are different vessels or supply different territories."	https://dentaldevotee.blogspot.com/2017/06/mcqs-on-vascular-supply-of-head-and_2.html	2017-06-01	MCQs on Vascular Supply of Head and Neck - Part 3
